OCCRNC_YEAR,OCCRNC_MM,PATNT_CNT,OCCRNC_CNT,OCCRNC_VIRS
2005,11,123,2,불명
2005,11,47,1,살모넬라
2005,11,15,1,황색포도상구균
2005,10,24,1,바실러스세레우스
2005,10,6,2,불명
2005,10,5,1,살모넬라
2005,10,5,1,장염비브리오
2005,10,11,1,황색포도상구균
2005,09,91,1,병원성대장균
2005,09,2,1,불명
2005,09,100,3,살모넬라
2005,09,450,7,장염비브리오
2005,09,145,3,황색포도상구균
2005,08,364,2,병원성대장균
2005,08,23,3,불명
2005,08,108,1,살모넬라
2005,08,3,1,자연독
2005,08,134,5,장염비브리오
2005,08,7,1,황색포도상구균
2005,07,45,1,기타세균
2005,07,36,4,불명
2005,07,195,3,살모넬라
2005,07,70,3,장염비브리오
2005,06,18,1,노로바이러스
2005,06,762,5,병원성대장균
2005,06,46,1,불명
2005,06,63,3,살모넬라
2005,06,4,1,장염비브리오
2005,06,8,1,화학물질
2005,06,161,4,황색포도상구균
2005,05,232,2,병원성대장균
2005,05,127,4,불명
2005,05,172,5,살모넬라
2005,05,158,1,황색포도상구균
2005,04,18,1,노로바이러스
2005,04,409,2,병원성대장균
2005,04,22,3,불명
2005,04,63,5,살모넬라
2005,04,175,1,캠필로박터제주니
2005,04,178,4,황색포도상구균
2005,03,7,1,병원성대장균
2005,03,37,2,불명
2005,02,78,2,노로바이러스
2005,01,18,2,병원성대장균
2005,01,124,2,불명
2004,12,18,1,기타세균
2004,12,226,2,노로바이러스
2004,12,25,1,병원성대장균
2004,12,40,2,불명
2004,12,12,1,살모넬라
2004,12,54,1,캠필로박터제주니
2004,11,234,3,노로바이러스
2004,11,73,1,바실러스세레우스
2004,11,88,5,불명
2004,11,52,1,황색포도상구균
2004,10,224,1,기타세균
2004,10,152,1,노로바이러스
2004,10,5,1,병원성대장균
2004,10,74,3,불명
2004,10,19,1,살모넬라
2004,10,29,2,장염비브리오
2004,09,307,1,기타바이러스
2004,09,31,1,기타세균
2004,09,135,2,병원성대장균
2004,09,823,6,불명
2004,09,258,3,살모넬라
2004,09,3,1,자연독
2004,09,125,7,장염비브리오
2004,09,137,1,클로스트리디움퍼프린젠스
2004,09,13,1,황색포도상구균
2004,08,171,1,병원성대장균
2004,08,64,2,불명
2004,08,120,4,살모넬라
2004,08,17,2,장염비브리오
2004,07,11,1,바실러스세레우스
2004,07,179,2,병원성대장균
2004,07,268,7,불명
2004,07,24,1,장염비브리오
2004,07,13,1,황색포도상구균
2004,06,60,1,기타바이러스
2004,06,134,3,기타세균
2004,06,968,9,병원성대장균
2004,06,977,15,불명
2004,06,38,3,살모넬라
2004,06,9,1,장염비브리오
2004,06,58,1,클로스트리디움퍼프린젠스
2004,06,382,3,황색포도상구균
2004,05,91,2,기타바이러스
2004,05,594,3,기타세균
2004,05,258,5,노로바이러스
2004,05,464,4,병원성대장균
2004,05,421,7,불명
2004,05,317,7,살모넬라
2004,05,37,1,장염비브리오
2004,05,121,2,캠필로박터제주니
2004,05,277,1,클로스트리디움퍼프린젠스
2004,05,98,3,황색포도상구균
2004,04,43,1,기타세균
2004,04,96,1,병원성대장균
2004,04,54,4,불명
2004,04,69,3,살모넬라
2004,04,8,1,자연독
2004,04,59,1,장염비브리오
2004,04,208,1,클로스트리디움퍼프린젠스
2004,04,205,2,황색포도상구균
2004,03,75,2,기타세균
2004,03,37,1,노로바이러스
2004,02,37,1,기타세균
2004,02,15,1,노로바이러스
2004,02,6,1,살모넬라
2004,01,27,1,기타바이러스
2004,01,117,1,불명
2004,01,4,1,자연독
2003,11,61,1,기타바이러스
2003,11,115,1,노로바이러스
2003,10,63,2,불명
2003,10,22,1,살모넬라
2003,10,3,1,장염비브리오
2003,09,103,1,기타바이러스
2003,09,56,1,병원성대장균
2003,09,304,12,불명
2003,09,41,3,살모넬라
2003,09,447,11,장염비브리오
2003,08,35,1,기타세균
2003,08,15,3,불명
2003,08,14,2,살모넬라
2003,08,282,10,장염비브리오
2003,08,18,1,황색포도상구균
2003,07,12,1,불명
2003,07,8,1,살모넬라
2003,07,9,1,자연독
2003,07,59,2,황색포도상구균
2003,06,31,1,바실러스세레우스
2003,06,378,3,병원성대장균
2003,06,517,9,불명
2003,06,81,2,살모넬라
2003,06,215,1,캠필로박터제주니
2003,06,3,1,클로스트리디움보톨리눔
2003,06,276,2,황색포도상구균
2003,05,45,2,기타세균
2003,05,233,2,노로바이러스
2003,05,164,1,바실러스세레우스
2003,05,479,1,병원성대장균
2003,05,454,8,불명
2003,05,183,6,살모넬라
2003,05,12,1,클로스트리디움퍼프린젠스
2003,05,346,4,황색포도상구균
2003,04,61,1,노로바이러스
2003,04,3,1,바실러스세레우스
2003,04,56,2,불명
2003,04,35,1,살모넬라
2003,04,53,2,황색포도상구균
2003,03,56,2,기타세균
2003,03,1033,10,노로바이러스
2003,03,589,1,병원성대장균
2003,03,759,10,불명
2003,03,32,1,살모넬라
2003,03,56,2,황색포도상구균
2003,01,90,1,기타세균
2003,01,2,1,자연독
2002,12,80,2,살모넬라
2002,11,354,2,불명
2002,10,23,1,병원성대장균
2002,10,21,1,살모넬라
2002,10,17,1,장염비브리오
2002,10,36,1,황색포도상구균
2002,09,25,3,불명
2002,09,108,1,살모넬라
2002,09,143,6,장염비브리오
2002,08,118,5,불명
2002,08,35,3,살모넬라
2002,08,4,1,자연독
2002,08,28,3,장염비브리오
2002,08,27,1,황색포도상구균
2002,07,245,1,기타세균
2002,07,16,1,불명
2002,07,30,2,살모넬라
2002,07,58,1,황색포도상구균
2002,06,34,1,기타세균
2002,06,113,1,불명
2002,06,57,4,살모넬라
2002,06,27,2,황색포도상구균
2002,05,228,7,불명
2002,05,70,3,살모넬라
2002,04,315,4,불명
2002,04,92,5,살모넬라
2002,04,19,1,자연독
2002,04,28,2,황색포도상구균
2002,03,105,3,불명
2002,03,79,3,살모넬라
2002,02,137,1,기타바이러스
2002,02,42,1,불명
2002,01,40,1,병원성대장균
2002,01,15,1,불명
2002,01,17,1,살모넬라
2002,01,194,1,황색포도상구균
