CPI_YEAR,CPI_MM,CPI_REGN,CPI_VALUE
2008,12,전남,82.114
2009,1,전남,82.263
2009,2,전남,83.082
2009,3,전남,83.603
2009,4,전남,83.753
2009,5,전남,83.902
2009,6,전남,83.902
2009,7,전남,84.274
2009,8,전남,84.498
2009,9,전남,84.498
2009,10,전남,84.349
2009,11,전남,84.424
2009,12,전남,84.87
2010,1,전남,85.531
2010,2,전남,85.791
2010,3,전남,85.965
2010,4,전남,86.399
2010,5,전남,86.399
2010,6,전남,86.312
2010,7,전남,86.486
2010,8,전남,87.093
2010,9,전남,87.699
2010,10,전남,87.961
2010,11,전남,87.439
2010,12,전남,87.961
2011,1,전남,88.914
2011,2,전남,89.956
2011,3,전남,90.129
2011,4,전남,90.303
2011,5,전남,90.216
2011,6,전남,90.389
2011,7,전남,90.823
2011,8,전남,91.603
2011,9,전남,91.43
2011,10,전남,91.17
2011,11,전남,91.256
2011,12,전남,91.43
2012,1,전남,91.934
2012,2,전남,92.323
2012,3,전남,92.228
2012,4,전남,92.358
2012,5,전남,92.315
2012,6,전남,92.038
2012,7,전남,91.716
2012,8,전남,92.479
2012,9,전남,93.182
2012,10,전남,93.035
2012,11,전남,92.731
2012,12,전남,92.87
2013,1,전남,93.226
2013,2,전남,93.555
2013,3,전남,93.573
2013,4,전남,93.598
2013,5,전남,93.598
2013,6,전남,93.494
2013,7,전남,93.65
2013,8,전남,93.911
2013,9,전남,94.189
2013,10,전남,93.807
2013,11,전남,93.694
2013,12,전남,93.954
2014,1,전남,94.414
2014,2,전남,94.605
2014,3,전남,94.735
2014,4,전남,94.796
2014,5,전남,94.917
2014,6,전남,94.709
2014,7,전남,94.796
2014,8,전남,94.917
2014,9,전남,94.813
2014,10,전남,94.449
2014,11,전남,94.232
2014,12,전남,94.137
2015,1,전남,94.605
2015,2,전남,94.349
2015,3,전남,94.52
2015,4,전남,94.444
2015,5,전남,94.785
2015,6,전남,94.7
2015,7,전남,94.804
2015,8,전남,94.908
2015,9,전남,94.567
2015,10,전남,94.472
2015,11,전남,94.321
2015,12,전남,94.662
2016,1,전남,95.002
2016,2,전남,95.485
2016,3,전남,95.22
2016,4,전남,95.4
2016,5,전남,95.39
2016,6,전남,95.324
2016,7,전남,95.087
2016,8,전남,95.305
2016,9,전남,95.825
2016,10,전남,96.166
2016,11,전남,95.816
2016,12,전남,95.806
2017,1,전남,97.339
2017,2,전남,97.67
2017,3,전남,97.641
2017,4,전남,97.5
2017,5,전남,97.452
2017,6,전남,97.093
2017,7,전남,97.159
2017,8,전남,97.774
2017,9,전남,97.982
2017,10,전남,97.897
2017,11,전남,97.178
2017,12,전남,97.414
2018,1,전남,97.812
2018,2,전남,98.691
2018,3,전남,98.55
2018,4,전남,98.739
2018,5,전남,98.9
2018,6,전남,98.597
2018,7,전남,98.455
2018,8,전남,99.287
2018,9,전남,100.3
2018,10,전남,100.186
2018,11,전남,99.24
2018,12,전남,98.89
2019,1,전남,98.701
2019,2,전남,98.994
2019,3,전남,98.909
2019,4,전남,99.297
2019,5,전남,99.543
2019,6,전남,99.268
2019,7,전남,98.9
2019,8,전남,99.183
2019,9,전남,99.704
2019,10,전남,100.054
2019,11,전남,99.382
2019,12,전남,99.666
2020,1,전남,100.28
2020,2,전남,100.29
2020,3,전남,100.12
2020,4,전남,99.56
2020,5,전남,99.33
2020,6,전남,99.57
2020,7,전남,99.59
2020,8,전남,100.19
2020,9,전남,100.79
2020,10,전남,100.21
2020,11,전남,99.88
2020,12,전남,100.18
2021,1,전남,101.02
2021,2,전남,101.47
2021,3,전남,101.91
2021,4,전남,102
2021,5,전남,102.17
2021,6,전남,102.16
2021,7,전남,102.35
2021,8,전남,102.76
2021,9,전남,103.3
2021,10,전남,103.64
2021,11,전남,104.29
2021,12,전남,104.34
2022,1,전남,105.14
2022,2,전남,105.74
2022,3,전남,106.67
2022,4,전남,107.62
2022,5,전남,108.44
2022,6,전남,109.31
2022,7,전남,109.71
2022,8,전남,109.51
2022,9,전남,109.72
2022,10,전남,109.93
2022,11,전남,109.69
2022,12,전남,109.71
2002,1,경북,68.232
2002,2,경북,68.56
2002,3,경북,68.758
2002,4,경북,69.021
2002,5,경북,69.349
2002,6,경북,69.218
2002,7,경북,69.086
2002,8,경북,69.48
2002,9,경북,70.072
2002,10,경북,69.546
2002,11,경북,69.546
2002,12,경북,70.007
2003,1,경북,70.467
2003,2,경북,70.861
2003,3,경북,71.322
2003,4,경북,71.059
2003,5,경북,70.861
2003,6,경북,70.533
2003,7,경북,70.401
2003,8,경북,70.795
2003,9,경북,71.453
2003,10,경북,71.585
2003,11,경북,71.19
2003,12,경북,71.651
2004,1,경북,72.111
2004,2,경북,72.439
2004,3,경북,73.293
2004,4,경북,73.162
2004,5,경북,73.031
2004,6,경북,73.162
2004,7,경북,73.622
2004,8,경북,74.345
2004,9,경북,74.411
2004,10,경북,74.082
2004,11,경북,73.556
2004,12,경북,73.753
2005,1,경북,74.541
2005,2,경북,74.844
2005,3,경북,75.448
2005,4,경북,75.599
2005,5,경북,75.448
2005,6,경북,75.222
2005,7,경북,75.524
2005,8,경북,75.826
2005,9,경북,76.355
2005,10,경북,76.355
2005,11,경북,75.902
2005,12,경북,76.054
2006,1,경북,76.431
2006,2,경북,76.582
2006,3,경북,76.96
2006,4,경북,77.035
2006,5,경북,77.263
2006,6,경북,77.111
2006,7,경북,77.49
2006,8,경북,78.17
2006,9,경북,78.397
2006,10,경북,77.792
2006,11,경북,77.338
2006,12,경북,77.565
2007,1,경북,77.716
2007,2,경북,78.17
2007,3,경북,78.624
2007,4,경북,78.925
2007,5,경북,79.001
2007,6,경북,79.001
2007,7,경북,79.38
2007,8,경북,79.455
2007,9,경북,79.984
2007,10,경북,80.135
2007,11,경북,80.06
2007,12,경북,80.438
2008,1,경북,80.74
2008,2,경북,81.118
2008,3,경북,82.025
2008,4,경북,82.706
2008,5,경북,83.537
2008,6,경북,84.37
2008,7,경북,85.05
2008,8,경북,84.898
2008,9,경북,84.52
2008,10,경북,84.445
2008,11,경북,83.991
2008,12,경북,83.84
2009,1,경북,83.764
2009,2,경북,84.445
2009,3,경북,85.125
2009,4,경북,85.351
2009,5,경북,85.351
2009,6,경북,85.276
2009,7,경북,85.73
2009,8,경북,85.881
2009,9,경북,86.032
2009,10,경북,85.73
2009,11,경북,85.957
2009,12,경북,86.26
2010,1,경북,86.966
2010,2,경북,87.23
2010,3,경북,87.494
2010,4,경북,87.847
2010,5,경북,87.935
2010,6,경북,87.759
2010,7,경북,87.935
2010,8,경북,88.376
2010,9,경북,88.993
2010,10,경북,89.081
2010,11,경북,88.64
2010,12,경북,89.081
2011,1,경북,90.314
2011,2,경북,90.931
2011,3,경북,91.371
2011,4,경북,91.459
2011,5,경북,91.636
2011,6,경북,91.636
2011,7,경북,92.076
2011,8,경북,92.693
2011,9,경북,92.605
2011,10,경북,92.429
2011,11,경북,92.517
2011,12,경북,92.693
2012,1,경북,93.046
2012,2,경북,93.46
2012,3,경북,93.575
2012,4,경북,93.565
2012,5,경북,93.944
2012,6,경북,93.76
2012,7,경북,93.301
2012,8,경북,93.556
2012,9,경북,94.314
2012,10,경북,94.314
2012,11,경북,93.795
2012,12,경북,93.927
2013,1,경북,94.438
2013,2,경북,94.755
2013,3,경북,94.878
2013,4,경북,94.649
2013,5,경북,94.579
2013,6,경북,94.482
2013,7,경북,94.587
2013,8,경북,95.002
2013,9,경북,95.257
2013,10,경북,95.055
2013,11,경북,94.922
2013,12,경북,94.967
2014,1,경북,95.469
2014,2,경북,95.821
2014,3,경북,95.83
2014,4,경북,95.83
2014,5,경북,95.97
2014,6,경북,95.777
2014,7,경북,95.909
2014,8,경북,96.033
2014,9,경북,96.033
2014,10,경북,95.68
2014,11,경북,95.416
2014,12,경북,95.328
2015,1,경북,95.873
2015,2,경북,95.672
2015,3,경북,95.672
2015,4,경북,95.614
2015,5,경북,95.978
2015,6,경북,95.978
2015,7,경북,95.997
2015,8,경북,96.026
2015,9,경북,95.767
2015,10,경북,95.691
2015,11,경북,95.518
2015,12,경북,95.758
2016,1,경북,95.978
2016,2,경북,96.313
2016,3,경북,96.045
2016,4,경북,96.198
2016,5,경북,96.304
2016,6,경북,96.313
2016,7,경북,96.084
2016,8,경북,96.237
2016,9,경북,96.907
2016,10,경북,97.08
2016,11,경북,96.984
2016,12,경북,96.984
2017,1,경북,98.057
2017,2,경북,98.344
2017,3,경북,98.277
2017,4,경북,98.134
2017,5,경북,98.105
2017,6,경북,97.865
2017,7,경북,98.028
2017,8,경북,98.469
2017,9,경북,98.718
2017,10,경북,98.689
2017,11,경북,97.942
2017,12,경북,98.249
2018,1,경북,98.718
2018,2,경북,99.551
2018,3,경북,99.302
2018,4,경북,99.408
2018,5,경북,99.398
2018,6,경북,99.283
2018,7,경북,99.226
2018,8,경북,100.069
2018,9,경북,101.027
2018,10,경북,100.835
2018,11,경북,100.04
2018,12,경북,99.58
2019,1,경북,99.235
2019,2,경북,99.638
2019,3,경북,99.561
2019,4,경북,99.973
2019,5,경북,100.145
2019,6,경북,99.992
2019,7,경북,99.628
2019,8,경북,99.791
2019,9,경북,100.107
2019,10,경북,100.404
2019,11,경북,99.858
2019,12,경북,100.164
2020,1,경북,100.36
2020,2,경북,100.51
2020,3,경북,100.2
2020,4,경북,99.51
2020,5,경북,99.29
2020,6,경북,99.63
2020,7,경북,99.52
2020,8,경북,100.11
2020,9,경북,100.7
2020,10,경북,100.03
2020,11,경북,99.94
2020,12,경북,100.2
2021,1,경북,101.05
2021,2,경북,101.69
2021,3,경북,101.92
2021,4,경북,102.01
2021,5,경북,102.14
2021,6,경북,102.25
2021,7,경북,102.49
2021,8,경북,103.01
2021,9,경북,103.52
2021,10,경북,103.75
2021,11,경북,104.38
2021,12,경북,104.65
2022,1,경북,105.42
2022,2,경북,105.98
2022,3,경북,106.99
2022,4,경북,107.92
2022,5,경북,108.62
2022,6,경북,109.56
2022,7,경북,110.1
2022,8,경북,109.7
2022,9,경북,109.91
2022,10,경북,110.28
2022,11,경북,110.24
2022,12,경북,110.16
2002,1,경남,66.852
2002,2,경남,67.172
2002,3,경남,67.427
2002,4,경남,67.81
2002,5,경남,68.13
2002,6,경남,68.001
2002,7,경남,67.746
2002,8,경남,68.321
2002,9,경남,68.768
2002,10,경남,68.384
2002,11,경남,68.449
2002,12,경남,68.768
2003,1,경남,69.343
2003,2,경남,70.045
2003,3,경남,70.747
2003,4,경남,70.428
2003,5,경남,70.3
2003,6,경남,69.98
2003,7,경남,70.108
2003,8,경남,70.3
2003,9,경남,71.002
2003,10,경남,71.194
2003,11,경남,70.81
2003,12,경남,71.13
2004,1,경남,71.704
2004,2,경남,72.024
2004,3,경남,72.725
2004,4,경남,72.598
2004,5,경남,72.471
2004,6,경남,72.471
2004,7,경남,72.725
2004,8,경남,73.492
2004,9,경남,73.365
2004,10,경남,73.237
2004,11,경남,72.725
2004,12,경남,72.854
2005,1,경남,73.789
2005,2,경남,74.087
2005,3,경남,74.61
2005,4,경남,74.684
2005,5,경남,74.535
2005,6,경남,74.237
2005,7,경남,74.61
2005,8,경남,74.759
2005,9,경남,75.207
2005,10,경남,75.132
2005,11,경남,74.684
2005,12,경남,75.058
2006,1,경남,75.43
2006,2,경남,75.505
2006,3,경남,75.878
2006,4,경남,75.878
2006,5,경남,76.102
2006,6,경남,75.953
2006,7,경남,76.252
2006,8,경남,76.773
2006,9,경남,76.848
2006,10,경남,76.401
2006,11,경남,75.878
2006,12,경남,76.401
2007,1,경남,76.624
2007,2,경남,76.922
2007,3,경남,77.37
2007,4,경남,77.594
2007,5,경남,77.669
2007,6,경남,77.743
2007,7,경남,77.967
2007,8,경남,78.042
2007,9,경남,78.563
2007,10,경남,78.713
2007,11,경남,78.639
2007,12,경남,78.938
2008,1,경남,79.31
2008,2,경남,79.907
2008,3,경남,80.728
2008,4,경남,81.249
2008,5,경남,81.922
2008,6,경남,82.742
2008,7,경남,83.19
2008,8,경남,83.04
2008,9,경남,82.891
2008,10,경남,82.817
2008,11,경남,82.443
2008,12,경남,82.294
2009,1,경남,82.443
2009,2,경남,83.19
2009,3,경남,84.084
2009,4,경남,84.309
2009,5,경남,84.234
2009,6,경남,84.16
2009,7,경남,84.532
2009,8,경남,84.757
2009,9,경남,84.831
2009,10,경남,84.681
2009,11,경남,84.831
2009,12,경남,85.205
2010,1,경남,85.993
2010,2,경남,86.167
2010,3,경남,86.515
2010,4,경남,86.777
2010,5,경남,86.864
2010,6,경남,86.69
2010,7,경남,87.039
2010,8,경남,87.474
2010,9,경남,87.91
2010,10,경남,88.084
2010,11,경남,87.735
2010,12,경남,88.084
2011,1,경남,89.042
2011,2,경남,89.652
2011,3,경남,90.175
2011,4,경남,90.262
2011,5,경남,90.35
2011,6,경남,90.523
2011,7,경남,91.046
2011,8,경남,91.656
2011,9,경남,91.569
2011,10,경남,91.482
2011,11,경남,91.656
2011,12,경남,91.917
2012,1,경남,91.908
2012,2,경남,92.231
2012,3,경남,92.414
2012,4,경남,92.449
2012,5,경남,92.623
2012,6,경남,92.414
2012,7,경남,92.039
2012,8,경남,92.441
2012,9,경남,93.181
2012,10,경남,93.05
2012,11,경남,92.71
2012,12,경남,92.78
2013,1,경남,93.373
2013,2,경남,93.739
2013,3,경남,93.686
2013,4,경남,93.451
2013,5,경남,93.416
2013,6,경남,93.364
2013,7,경남,93.642
2013,8,경남,94.018
2013,9,경남,94.235
2013,10,경남,93.904
2013,11,경남,93.86
2013,12,경남,93.982
2014,1,경남,94.714
2014,2,경남,94.889
2014,3,경남,95.028
2014,4,경남,95.08
2014,5,경남,95.193
2014,6,경남,95.045
2014,7,경남,95.219
2014,8,경남,95.35
2014,9,경남,95.255
2014,10,경남,94.889
2014,11,경남,94.688
2014,12,경남,94.61
2015,1,경남,95.463
2015,2,경남,95.396
2015,3,경남,95.415
2015,4,경남,95.329
2015,5,경남,95.53
2015,6,경남,95.587
2015,7,경남,95.587
2015,8,경남,95.826
2015,9,경남,95.568
2015,10,경남,95.52
2015,11,경남,95.425
2015,12,경남,95.606
2016,1,경남,95.845
2016,2,경남,96.322
2016,3,경남,96.131
2016,4,경남,96.256
2016,5,경남,96.303
2016,6,경남,96.208
2016,7,경남,95.94
2016,8,경남,96.217
2016,9,경남,96.876
2016,10,경남,97.068
2016,11,경남,96.838
2016,12,경남,96.857
2017,1,경남,97.927
2017,2,경남,98.128
2017,3,경남,97.946
2017,4,경남,97.698
2017,5,경남,97.765
2017,6,경남,97.583
2017,7,경남,97.679
2017,8,경남,98.156
2017,9,경남,98.376
2017,10,경남,98.472
2017,11,경남,97.65
2017,12,경남,98.042
2018,1,경남,98.414
2018,2,경남,99.121
2018,3,경남,98.93
2018,4,경남,99.026
2018,5,경남,99.102
2018,6,경남,98.959
2018,7,경남,98.73
2018,8,경남,99.685
2018,9,경남,100.497
2018,10,경남,100.392
2018,11,경남,99.618
2018,12,경남,99.169
2019,1,경남,99.064
2019,2,경남,99.427
2019,3,경남,99.121
2019,4,경남,99.475
2019,5,경남,99.599
2019,6,경남,99.427
2019,7,경남,99.102
2019,8,경남,99.14
2019,9,경남,99.618
2019,10,경남,99.828
2019,11,경남,99.264
2019,12,경남,99.551
2020,1,경남,100.2
2020,2,경남,100.28
2020,3,경남,99.96
2020,4,경남,99.46
2020,5,경남,99.33
2020,6,경남,99.56
2020,7,경남,99.56
2020,8,경남,100.15
2020,9,경남,100.77
2020,10,경남,100.24
2020,11,경남,100.11
2020,12,경남,100.37
2021,1,경남,101.18
2021,2,경남,101.63
2021,3,경남,101.85
2021,4,경남,102.07
2021,5,경남,102.14
2021,6,경남,102.08
2021,7,경남,102.26
2021,8,경남,102.74
2021,9,경남,103.14
2021,10,경남,103.27
2021,11,경남,103.9
2021,12,경남,104.15
2022,1,경남,105.21
2022,2,경남,105.76
2022,3,경남,106.49
2022,4,경남,107.21
2022,5,경남,107.85
2022,6,경남,108.58
2022,7,경남,109.04
2022,8,경남,108.78
2022,9,경남,108.96
2022,10,경남,109.31
2022,11,경남,109.23
2022,12,경남,109.38
2002,1,제주,66.482
2002,2,제주,67.189
2002,3,제주,67.639
2002,4,제주,67.962
2002,5,제주,68.091
2002,6,제주,68.026
2002,7,제주,68.219
2002,8,제주,68.669
2002,9,제주,69.184
2002,10,제주,68.992
2002,11,제주,68.799
2002,12,제주,68.927
2003,1,제주,69.442
2003,2,제주,69.764
2003,3,제주,70.472
2003,4,제주,70.279
2003,5,제주,70.021
2003,6,제주,69.892
2003,7,제주,70.021
2003,8,제주,70.343
2003,9,제주,70.922
2003,10,제주,71.244
2003,11,제주,71.051
2003,12,제주,71.372
2004,1,제주,71.953
2004,2,제주,72.338
2004,3,제주,73.045
2004,4,제주,72.982
2004,5,제주,72.852
2004,6,제주,72.789
2004,7,제주,73.561
2004,8,제주,74.012
2004,9,제주,74.205
2004,10,제주,74.075
2004,11,제주,73.432
2004,12,제주,73.432
2005,1,제주,74.302
2005,2,제주,74.601
2005,3,제주,74.901
2005,4,제주,75.126
2005,5,제주,74.977
2005,6,제주,74.826
2005,7,제주,75.201
2005,8,제주,75.351
2005,9,제주,75.577
2005,10,제주,75.502
2005,11,제주,75.052
2005,12,제주,75.276
2006,1,제주,75.727
2006,2,제주,75.652
2006,3,제주,76.252
2006,4,제주,76.553
2006,5,제주,76.628
2006,6,제주,76.402
2006,7,제주,76.778
2006,8,제주,77.153
2006,9,제주,77.153
2006,10,제주,76.702
2006,11,제주,76.402
2006,12,제주,76.628
2007,1,제주,76.778
2007,2,제주,77.153
2007,3,제주,77.602
2007,4,제주,77.828
2007,5,제주,77.828
2007,6,제주,77.904
2007,7,제주,78.204
2007,8,제주,78.204
2007,9,제주,78.579
2007,10,제주,78.954
2007,11,제주,79.104
2007,12,제주,79.48
2008,1,제주,80.004
2008,2,제주,80.23
2008,3,제주,80.905
2008,4,제주,81.43
2008,5,제주,82.256
2008,6,제주,82.857
2008,7,제주,83.682
2008,8,제주,83.307
2008,9,제주,83.307
2008,10,제주,83.082
2008,11,제주,82.256
2008,12,제주,82.256
2009,1,제주,82.256
2009,2,제주,82.857
2009,3,제주,83.307
2009,4,제주,83.382
2009,5,제주,83.382
2009,6,제주,83.607
2009,7,제주,83.832
2009,8,제주,84.208
2009,9,제주,84.132
2009,10,제주,83.982
2009,11,제주,84.132
2009,12,제주,84.358
2010,1,제주,85.329
2010,2,제주,85.416
2010,3,제주,85.848
2010,4,제주,86.021
2010,5,제주,86.107
2010,6,제주,86.021
2010,7,제주,86.453
2010,8,제주,86.626
2010,9,제주,87.231
2010,10,제주,87.491
2010,11,제주,87.231
2010,12,제주,87.576
2011,1,제주,88.701
2011,2,제주,89.565
2011,3,제주,89.651
2011,4,제주,89.825
2011,5,제주,89.998
2011,6,제주,90.17
2011,7,제주,90.43
2011,8,제주,90.862
2011,9,제주,90.776
2011,10,제주,90.602
2011,11,제주,90.517
2011,12,제주,90.776
2012,1,제주,90.854
2012,2,제주,91.113
2012,3,제주,91.026
2012,4,제주,91.087
2012,5,제주,91.121
2012,6,제주,90.871
2012,7,제주,90.629
2012,8,제주,91.234
2012,9,제주,91.882
2012,10,제주,91.96
2012,11,제주,91.648
2012,12,제주,91.658
2013,1,제주,92.176
2013,2,제주,92.505
2013,3,제주,92.297
2013,4,제주,92.176
2013,5,제주,92.375
2013,6,제주,92.427
2013,7,제주,92.626
2013,8,제주,92.755
2013,9,제주,92.876
2013,10,제주,92.747
2013,11,제주,92.574
2013,12,제주,92.695
2014,1,제주,93.161
2014,2,제주,93.386
2014,3,제주,93.689
2014,4,제주,93.628
2014,5,제주,93.732
2014,6,제주,93.464
2014,7,제주,93.646
2014,8,제주,94.043
2014,9,제주,93.845
2014,10,제주,93.706
2014,11,제주,93.274
2014,12,제주,93.023
2015,1,제주,93.781
2015,2,제주,93.508
2015,3,제주,93.781
2015,4,제주,93.894
2015,5,제주,94.327
2015,6,제주,94.421
2015,7,제주,94.525
2015,8,제주,94.6
2015,9,제주,94.251
2015,10,제주,94.355
2015,11,제주,94.148
2015,12,제주,94.195
2016,1,제주,94.336
2016,2,제주,94.628
2016,3,제주,94.741
2016,4,제주,95.089
2016,5,제주,95.259
2016,6,제주,95.325
2016,7,제주,95.381
2016,8,제주,95.438
2016,9,제주,95.833
2016,10,제주,96.219
2016,11,제주,96.097
2016,12,제주,96.05
2017,1,제주,97.151
2017,2,제주,97.377
2017,3,제주,97.189
2017,4,제주,97.302
2017,5,제주,97.292
2017,6,제주,97.179
2017,7,제주,97.443
2017,8,제주,97.867
2017,9,제주,98.215
2017,10,제주,98.375
2017,11,제주,97.528
2017,12,제주,97.716
2018,1,제주,98.375
2018,2,제주,99.147
2018,3,제주,98.836
2018,4,제주,99.044
2018,5,제주,99.326
2018,6,제주,99.11
2018,7,제주,98.846
2018,8,제주,99.477
2018,9,제주,100.456
2018,10,제주,100.352
2018,11,제주,99.298
2018,12,제주,98.752
2019,1,제주,98.771
2019,2,제주,99.138
2019,3,제주,98.959
2019,4,제주,99.383
2019,5,제주,99.825
2019,6,제주,99.609
2019,7,제주,99.373
2019,8,제주,99.712
2019,9,제주,100.268
2019,10,제주,100.465
2019,11,제주,99.656
2019,12,제주,99.731
2020,1,제주,100.74
2020,2,제주,100.43
2020,3,제주,99.87
2020,4,제주,99.19
2020,5,제주,99.09
2020,6,제주,99.55
2020,7,제주,99.66
2020,8,제주,100.15
2020,9,제주,100.72
2020,10,제주,100.47
2020,11,제주,100.06
2020,12,제주,100.07
2021,1,제주,100.79
2021,2,제주,101.38
2021,3,제주,101.62
2021,4,제주,102.1
2021,5,제주,102.18
2021,6,제주,102.02
2021,7,제주,102.39
2021,8,제주,102.99
2021,9,제주,103.51
2021,10,제주,103.7
2021,11,제주,104.41
2021,12,제주,104.43
2022,1,제주,105.7
2022,2,제주,106.21
2022,3,제주,106.87
2022,4,제주,107.74
2022,5,제주,108.51
2022,6,제주,109.47
2022,7,제주,109.82
2022,8,제주,109.87
2022,9,제주,110.2
2022,10,제주,110.28
2022,11,제주,109.96
2022,12,제주,109.87
