FST_REGN,FST_YEAR,FST_MM,FST_CNT
대구,2012,6,0
대구,2012,7,0
대구,2012,8,3
대구,2012,9,1
대구,2012,10,5
대구,2012,11,0
대구,2012,12,0
대구,2013,1,0
대구,2013,2,0
대구,2013,3,0
대구,2013,4,2
대구,2013,5,4
대구,2013,6,0
대구,2013,7,1
대구,2013,8,3
대구,2013,9,2
대구,2013,10,5
대구,2013,11,0
대구,2013,12,0
대구,2014,1,0
대구,2014,2,0
대구,2014,3,0
대구,2014,4,2
대구,2014,5,4
대구,2014,6,0
대구,2014,7,1
대구,2014,8,3
대구,2014,9,4
대구,2014,10,7
대구,2014,11,0
대구,2014,12,0
대구,2015,1,0
대구,2015,2,0
대구,2015,3,0
대구,2015,4,5
대구,2015,5,3
대구,2015,6,0
대구,2015,7,4
대구,2015,8,0
대구,2015,9,1
대구,2015,10,3
대구,2015,11,0
대구,2015,12,0
대구,2016,1,0
대구,2016,2,0
대구,2016,3,0
대구,2016,4,5
대구,2016,5,3
대구,2016,6,0
대구,2016,7,4
대구,2016,8,0
대구,2016,9,1
대구,2016,10,3
대구,2016,11,0
대구,2016,12,0
대구,2017,1,0
대구,2017,2,0
대구,2017,3,0
대구,2017,4,0
대구,2017,5,0
대구,2017,6,0
대구,2017,7,0
대구,2017,8,0
대구,2017,9,0
대구,2017,10,0
대구,2017,11,0
대구,2017,12,0
대구,2018,1,0
대구,2018,2,0
대구,2018,3,0
대구,2018,4,4
대구,2018,5,6
대구,2018,6,0
대구,2018,7,3
대구,2018,8,2
대구,2018,9,4
대구,2018,10,3
대구,2018,11,0
대구,2018,12,0
대구,2019,1,0
대구,2019,2,0
대구,2019,3,0
대구,2019,4,3
대구,2019,5,6
대구,2019,6,1
대구,2019,7,2
대구,2019,8,3
대구,2019,9,2
대구,2019,10,6
대구,2019,11,1
대구,2019,12,0
대구,2020,1,0
대구,2020,2,0
대구,2020,3,0
대구,2020,4,4
대구,2020,5,0
대구,2020,6,0
대구,2020,7,0
대구,2020,8,0
대구,2020,9,0
대구,2020,10,0
대구,2020,11,0
대구,2020,12,0
대구,2021,1,0
대구,2021,2,0
대구,2021,3,0
대구,2021,4,3
대구,2021,5,4
대구,2021,6,2
대구,2021,7,2
대구,2021,8,4
대구,2021,9,5
대구,2021,10,19
대구,2021,11,0
대구,2021,12,0
대구,2022,1,0
대구,2022,2,0
대구,2022,3,0
대구,2022,4,3
대구,2022,5,7
대구,2022,6,1
대구,2022,7,3
대구,2022,8,1
대구,2022,9,4
대구,2022,10,19
대구,2022,11,0
대구,2022,12,0
대전,2002,1,0
대전,2002,2,0
대전,2002,3,0
대전,2002,4,0
대전,2002,5,0
대전,2002,6,0
대전,2002,7,0
대전,2002,8,0
대전,2002,9,0
대전,2002,10,1
대전,2002,11,0
대전,2002,12,0
대전,2003,1,0
대전,2003,2,0
대전,2003,3,0
대전,2003,4,0
대전,2003,5,0
대전,2003,6,0
대전,2003,7,0
대전,2003,8,0
대전,2003,9,0
대전,2003,10,1
대전,2003,11,0
대전,2003,12,0
대전,2004,1,0
대전,2004,2,0
대전,2004,3,0
대전,2004,4,0
대전,2004,5,0
대전,2004,6,0
대전,2004,7,0
대전,2004,8,1
대전,2004,9,0
대전,2004,10,1
대전,2004,11,0
대전,2004,12,0
대전,2005,1,0
대전,2005,2,0
대전,2005,3,0
대전,2005,4,0
대전,2005,5,0
대전,2005,6,0
대전,2005,7,0
대전,2005,8,1
대전,2005,9,0
대전,2005,10,1
대전,2005,11,0
대전,2005,12,0
대전,2006,1,0
대전,2006,2,0
대전,2006,3,0
대전,2006,4,0
대전,2006,5,0
대전,2006,6,0
대전,2006,7,0
대전,2006,8,1
대전,2006,9,0
대전,2006,10,1
대전,2006,11,0
대전,2006,12,0
대전,2007,1,0
대전,2007,2,0
대전,2007,3,0
대전,2007,4,0
대전,2007,5,0
대전,2007,6,0
대전,2007,7,0
대전,2007,8,1
대전,2007,9,0
대전,2007,10,1
대전,2007,11,0
대전,2007,12,0
대전,2008,1,0
대전,2008,2,0
대전,2008,3,0
대전,2008,4,0
대전,2008,5,0
대전,2008,6,0
대전,2008,7,0
대전,2008,8,1
대전,2008,9,1
대전,2008,10,1
대전,2008,11,0
대전,2008,12,0
대전,2009,1,0
대전,2009,2,0
대전,2009,3,0
대전,2009,4,0
대전,2009,5,0
대전,2009,6,0
대전,2009,7,0
대전,2009,8,1
대전,2009,9,1
대전,2009,10,1
대전,2009,11,0
대전,2009,12,0
대전,2010,1,0
대전,2010,2,0
대전,2010,3,0
대전,2010,4,0
대전,2010,5,0
대전,2010,6,0
대전,2010,7,0
대전,2010,8,1
대전,2010,9,1
대전,2010,10,1
대전,2010,11,0
대전,2010,12,0
대전,2011,1,0
대전,2011,2,0
대전,2011,3,0
대전,2011,4,0
대전,2011,5,0
대전,2011,6,0
대전,2011,7,0
대전,2011,8,1
대전,2011,9,1
대전,2011,10,1
대전,2011,11,0
대전,2011,12,0
대전,2012,1,0
대전,2012,2,0
대전,2012,3,0
대전,2012,4,0
대전,2012,5,0
대전,2012,6,0
대전,2012,7,0
대전,2012,8,1
대전,2012,9,1
대전,2012,10,1
대전,2012,11,0
대전,2012,12,0
대전,2013,1,0
대전,2013,2,0
대전,2013,3,0
대전,2013,4,0
대전,2013,5,0
대전,2013,6,0
대전,2013,7,0
대전,2013,8,1
대전,2013,9,1
대전,2013,10,1
대전,2013,11,0
대전,2013,12,0
대전,2014,1,0
대전,2014,2,0
대전,2014,3,0
대전,2014,4,0
대전,2014,5,0
대전,2014,6,0
대전,2014,7,0
대전,2014,8,1
대전,2014,9,1
대전,2014,10,1
대전,2014,11,0
대전,2014,12,0
대전,2015,1,0
대전,2015,2,0
대전,2015,3,0
대전,2015,4,0
대전,2015,5,1
대전,2015,6,0
대전,2015,7,1
대전,2015,8,0
대전,2015,9,1
대전,2015,10,3
대전,2015,11,1
대전,2015,12,0
대전,2016,1,0
대전,2016,2,0
대전,2016,3,0
대전,2016,4,0
대전,2016,5,1
대전,2016,6,0
대전,2016,7,1
대전,2016,8,0
대전,2016,9,1
대전,2016,10,3
대전,2016,11,1
대전,2016,12,0
대전,2017,1,0
대전,2017,2,0
대전,2017,3,0
대전,2017,4,2
대전,2017,5,2
대전,2017,6,0
대전,2017,7,0
대전,2017,8,2
대전,2017,9,1
대전,2017,10,2
대전,2017,11,0
대전,2017,12,0
대전,2018,1,0
대전,2018,2,1
대전,2018,3,0
대전,2018,4,1
대전,2018,5,3
대전,2018,6,0
대전,2018,7,0
대전,2018,8,2
대전,2018,9,0
대전,2018,10,3
대전,2018,11,0
대전,2018,12,0
대전,2019,1,0
대전,2019,2,0
대전,2019,3,0
대전,2019,4,2
대전,2019,5,4
대전,2019,6,0
대전,2019,7,0
대전,2019,8,0
대전,2019,9,3
대전,2019,10,3
대전,2019,11,0
대전,2019,12,0
대전,2020,1,0
대전,2020,2,0
대전,2020,3,0
대전,2020,4,1
대전,2020,5,0
대전,2020,6,0
대전,2020,7,0
대전,2020,8,0
대전,2020,9,0
대전,2020,10,0
대전,2020,11,0
대전,2020,12,0
대전,2021,1,0
대전,2021,2,0
대전,2021,3,0
대전,2021,4,1
대전,2021,5,3
대전,2021,6,0
대전,2021,7,0
대전,2021,8,2
대전,2021,9,1
대전,2021,10,2
대전,2021,11,0
대전,2021,12,0
대전,2022,1,0
대전,2022,2,0
대전,2022,3,0
대전,2022,4,3
대전,2022,5,2
대전,2022,6,0
대전,2022,7,0
대전,2022,8,0
대전,2022,9,2
대전,2022,10,6
대전,2022,11,0
대전,2022,12,0
부산,2002,1,0
부산,2002,2,1
부산,2002,3,1
부산,2002,4,1
부산,2002,5,1
부산,2002,6,0
부산,2002,7,1
부산,2002,8,3
부산,2002,9,0
부산,2002,10,2
부산,2002,11,0
부산,2002,12,0
부산,2003,1,0
부산,2003,2,1
부산,2003,3,1
부산,2003,4,1
부산,2003,5,1
부산,2003,6,0
부산,2003,7,1
부산,2003,8,3
부산,2003,9,0
부산,2003,10,2
부산,2003,11,0
부산,2003,12,0
부산,2004,1,0
부산,2004,2,1
부산,2004,3,1
부산,2004,4,1
부산,2004,5,1
부산,2004,6,0
부산,2004,7,1
부산,2004,8,3
부산,2004,9,0
부산,2004,10,3
부산,2004,11,0
부산,2004,12,0
부산,2005,1,0
부산,2005,2,1
부산,2005,3,1
부산,2005,4,1
부산,2005,5,1
부산,2005,6,0
부산,2005,7,1
부산,2005,8,3
부산,2005,9,0
부산,2005,10,4
부산,2005,11,0
부산,2005,12,0
부산,2006,1,0
부산,2006,2,1
부산,2006,3,1
부산,2006,4,1
부산,2006,5,2
부산,2006,6,1
부산,2006,7,1
부산,2006,8,3
부산,2006,9,0
부산,2006,10,4
부산,2006,11,0
부산,2006,12,0
부산,2007,1,0
부산,2007,2,1
부산,2007,3,1
부산,2007,4,1
부산,2007,5,2
부산,2007,6,1
부산,2007,7,1
부산,2007,8,3
부산,2007,9,0
부산,2007,10,4
부산,2007,11,0
부산,2007,12,0
부산,2008,1,0
부산,2008,2,1
부산,2008,3,1
부산,2008,4,2
부산,2008,5,3
부산,2008,6,1
부산,2008,7,1
부산,2008,8,3
부산,2008,9,0
부산,2008,10,4
부산,2008,11,0
부산,2008,12,0
부산,2009,1,0
부산,2009,2,1
부산,2009,3,1
부산,2009,4,2
부산,2009,5,3
부산,2009,6,1
부산,2009,7,1
부산,2009,8,3
부산,2009,9,0
부산,2009,10,4
부산,2009,11,0
부산,2009,12,0
부산,2010,1,0
부산,2010,2,1
부산,2010,3,1
부산,2010,4,2
부산,2010,5,3
부산,2010,6,1
부산,2010,7,1
부산,2010,8,3
부산,2010,9,0
부산,2010,10,5
부산,2010,11,0
부산,2010,12,0
부산,2011,1,0
부산,2011,2,1
부산,2011,3,1
부산,2011,4,3
부산,2011,5,3
부산,2011,6,1
부산,2011,7,1
부산,2011,8,3
부산,2011,9,0
부산,2011,10,7
부산,2011,11,0
부산,2011,12,0
부산,2012,1,0
부산,2012,2,1
부산,2012,3,1
부산,2012,4,3
부산,2012,5,3
부산,2012,6,1
부산,2012,7,1
부산,2012,8,3
부산,2012,9,0
부산,2012,10,8
부산,2012,11,0
부산,2012,12,0
부산,2013,1,0
부산,2013,2,1
부산,2013,3,1
부산,2013,4,3
부산,2013,5,3
부산,2013,6,1
부산,2013,7,1
부산,2013,8,3
부산,2013,9,0
부산,2013,10,8
부산,2013,11,0
부산,2013,12,0
부산,2014,1,0
부산,2014,2,1
부산,2014,3,1
부산,2014,4,3
부산,2014,5,3
부산,2014,6,1
부산,2014,7,1
부산,2014,8,3
부산,2014,9,0
부산,2014,10,8
부산,2014,11,0
부산,2014,12,0
부산,2015,1,0
부산,2015,2,0
부산,2015,3,3
부산,2015,4,3
부산,2015,5,9
부산,2015,6,0
부산,2015,7,0
부산,2015,8,6
부산,2015,9,2
부산,2015,10,12
부산,2015,11,1
부산,2015,12,1
부산,2016,1,0
부산,2016,2,0
부산,2016,3,3
부산,2016,4,3
부산,2016,5,9
부산,2016,6,0
부산,2016,7,0
부산,2016,8,6
부산,2016,9,2
부산,2016,10,12
부산,2016,11,1
부산,2016,12,1
부산,2017,1,1
부산,2017,2,1
부산,2017,3,1
부산,2017,4,4
부산,2017,5,7
부산,2017,6,1
부산,2017,7,0
부산,2017,8,3
부산,2017,9,2
부산,2017,10,10
부산,2017,11,1
부산,2017,12,0
부산,2018,1,1
부산,2018,2,1
부산,2018,3,1
부산,2018,4,6
부산,2018,5,5
부산,2018,6,2
부산,2018,7,0
부산,2018,8,3
부산,2018,9,2
부산,2018,10,10
부산,2018,11,1
부산,2018,12,0
부산,2019,1,1
부산,2019,2,1
부산,2019,3,2
부산,2019,4,7
부산,2019,5,7
부산,2019,6,1
부산,2019,7,1
부산,2019,8,3
부산,2019,9,0
부산,2019,10,15
부산,2019,11,1
부산,2019,12,1
부산,2020,1,0
부산,2020,2,1
부산,2020,3,2
부산,2020,4,5
부산,2020,5,0
부산,2020,6,0
부산,2020,7,0
부산,2020,8,0
부산,2020,9,0
부산,2020,10,0
부산,2020,11,0
부산,2020,12,0
부산,2021,1,0
부산,2021,2,2
부산,2021,3,2
부산,2021,4,6
부산,2021,5,7
부산,2021,6,2
부산,2021,7,2
부산,2021,8,3
부산,2021,9,0
부산,2021,10,17
부산,2021,11,2
부산,2021,12,1
부산,2022,1,0
부산,2022,2,1
부산,2022,3,2
부산,2022,4,5
부산,2022,5,6
부산,2022,6,2
부산,2022,7,2
부산,2022,8,4
부산,2022,9,2
부산,2022,10,20
부산,2022,11,3
부산,2022,12,1
서울,2002,1,0
서울,2002,2,0
서울,2002,3,0
서울,2002,4,1
서울,2002,5,1
서울,2002,6,0
서울,2002,7,0
서울,2002,8,0
서울,2002,9,0
서울,2002,10,1
서울,2002,11,0
서울,2002,12,0
서울,2003,1,0
서울,2003,2,0
서울,2003,3,0
서울,2003,4,1
서울,2003,5,1
서울,2003,6,0
서울,2003,7,1
서울,2003,8,0
서울,2003,9,0
서울,2003,10,1
서울,2003,11,0
서울,2003,12,0
서울,2004,1,0
서울,2004,2,0
서울,2004,3,0
서울,2004,4,1
서울,2004,5,1
서울,2004,6,0
서울,2004,7,1
서울,2004,8,0
서울,2004,9,0
서울,2004,10,1
서울,2004,11,0
서울,2004,12,0
서울,2005,1,0
서울,2005,2,0
서울,2005,3,0
서울,2005,4,2
서울,2005,5,1
서울,2005,6,0
서울,2005,7,1
서울,2005,8,0
서울,2005,9,0
서울,2005,10,1
서울,2005,11,0
서울,2005,12,0
서울,2006,1,0
서울,2006,2,0
서울,2006,3,0
서울,2006,4,2
서울,2006,5,1
서울,2006,6,0
서울,2006,7,1
서울,2006,8,0
서울,2006,9,0
서울,2006,10,2
서울,2006,11,0
서울,2006,12,0
서울,2007,1,0
서울,2007,2,0
서울,2007,3,0
서울,2007,4,2
서울,2007,5,1
서울,2007,6,0
서울,2007,7,1
서울,2007,8,0
서울,2007,9,0
서울,2007,10,2
서울,2007,11,0
서울,2007,12,0
서울,2008,1,0
서울,2008,2,0
서울,2008,3,0
서울,2008,4,2
서울,2008,5,1
서울,2008,6,0
서울,2008,7,1
서울,2008,8,0
서울,2008,9,1
서울,2008,10,2
서울,2008,11,0
서울,2008,12,0
서울,2009,1,0
서울,2009,2,0
서울,2009,3,0
서울,2009,4,2
서울,2009,5,1
서울,2009,6,1
서울,2009,7,1
서울,2009,8,0
서울,2009,9,1
서울,2009,10,2
서울,2009,11,0
서울,2009,12,0
서울,2010,1,0
서울,2010,2,0
서울,2010,3,0
서울,2010,4,2
서울,2010,5,1
서울,2010,6,1
서울,2010,7,1
서울,2010,8,0
서울,2010,9,1
서울,2010,10,3
서울,2010,11,0
서울,2010,12,1
서울,2011,1,0
서울,2011,2,0
서울,2011,3,0
서울,2011,4,3
서울,2011,5,1
서울,2011,6,1
서울,2011,7,1
서울,2011,8,0
서울,2011,9,2
서울,2011,10,5
서울,2011,11,0
서울,2011,12,1
서울,2012,1,0
서울,2012,2,0
서울,2012,3,0
서울,2012,4,4
서울,2012,5,1
서울,2012,6,1
서울,2012,7,1
서울,2012,8,0
서울,2012,9,5
서울,2012,10,6
서울,2012,11,0
서울,2012,12,1
서울,2013,1,0
서울,2013,2,0
서울,2013,3,0
서울,2013,4,4
서울,2013,5,1
서울,2013,6,1
서울,2013,7,2
서울,2013,8,0
서울,2013,9,5
서울,2013,10,7
서울,2013,11,0
서울,2013,12,1
서울,2014,1,0
서울,2014,2,0
서울,2014,3,0
서울,2014,4,4
서울,2014,5,1
서울,2014,6,1
서울,2014,7,2
서울,2014,8,1
서울,2014,9,5
서울,2014,10,8
서울,2014,11,0
서울,2014,12,2
서울,2015,1,5
서울,2015,2,3
서울,2015,3,2
서울,2015,4,12
서울,2015,5,19
서울,2015,6,3
서울,2015,7,4
서울,2015,8,8
서울,2015,9,17
서울,2015,10,32
서울,2015,11,5
서울,2015,12,2
서울,2016,1,5
서울,2016,2,3
서울,2016,3,2
서울,2016,4,12
서울,2016,5,19
서울,2016,6,3
서울,2016,7,4
서울,2016,8,8
서울,2016,9,17
서울,2016,10,32
서울,2016,11,5
서울,2016,12,2
서울,2017,1,0
서울,2017,2,0
서울,2017,3,1
서울,2017,4,8
서울,2017,5,10
서울,2017,6,0
서울,2017,7,3
서울,2017,8,3
서울,2017,9,9
서울,2017,10,19
서울,2017,11,2
서울,2017,12,1
서울,2018,1,1
서울,2018,2,1
서울,2018,3,5
서울,2018,4,15
서울,2018,5,10
서울,2018,6,4
서울,2018,7,4
서울,2018,8,4
서울,2018,9,28
서울,2018,10,37
서울,2018,11,4
서울,2018,12,2
서울,2019,1,0
서울,2019,2,1
서울,2019,3,2
서울,2019,4,11
서울,2019,5,10
서울,2019,6,3
서울,2019,7,4
서울,2019,8,6
서울,2019,9,19
서울,2019,10,27
서울,2019,11,6
서울,2019,12,2
서울,2020,1,0
서울,2020,2,0
서울,2020,3,2
서울,2020,4,9
서울,2020,5,0
서울,2020,6,0
서울,2020,7,0
서울,2020,8,0
서울,2020,9,0
서울,2020,10,0
서울,2020,11,0
서울,2020,12,0
서울,2021,1,0
서울,2021,2,0
서울,2021,3,1
서울,2021,4,12
서울,2021,5,8
서울,2021,6,4
서울,2021,7,4
서울,2021,8,6
서울,2021,9,17
서울,2021,10,31
서울,2021,11,5
서울,2021,12,3
서울,2022,1,0
서울,2022,2,0
서울,2022,3,1
서울,2022,4,4
서울,2022,5,2
서울,2022,6,1
서울,2022,7,1
서울,2022,8,0
서울,2022,9,6
서울,2022,10,6
서울,2022,11,1
서울,2022,12,0
세종,2002,1,0
세종,2002,2,0
세종,2002,3,0
세종,2002,4,0
세종,2002,5,0
세종,2002,6,0
세종,2002,7,0
세종,2002,8,0
세종,2002,9,0
세종,2002,10,0
세종,2002,11,0
세종,2002,12,0
세종,2003,1,0
세종,2003,2,0
세종,2003,3,0
세종,2003,4,0
세종,2003,5,0
세종,2003,6,0
세종,2003,7,1
세종,2003,8,0
세종,2003,9,0
세종,2003,10,0
세종,2003,11,0
세종,2003,12,0
세종,2004,1,0
세종,2004,2,0
세종,2004,3,0
세종,2004,4,0
세종,2004,5,0
세종,2004,6,0
세종,2004,7,1
세종,2004,8,0
세종,2004,9,0
세종,2004,10,0
세종,2004,11,0
세종,2004,12,0
세종,2005,1,0
세종,2005,2,0
세종,2005,3,0
세종,2005,4,0
세종,2005,5,0
세종,2005,6,0
세종,2005,7,1
세종,2005,8,0
세종,2005,9,0
세종,2005,10,0
세종,2005,11,0
세종,2005,12,0
세종,2006,1,0
세종,2006,2,0
세종,2006,3,0
세종,2006,4,0
세종,2006,5,0
세종,2006,6,0
세종,2006,7,1
세종,2006,8,0
세종,2006,9,0
세종,2006,10,0
세종,2006,11,0
세종,2006,12,0
세종,2007,1,0
세종,2007,2,0
세종,2007,3,0
세종,2007,4,0
세종,2007,5,0
세종,2007,6,0
세종,2007,7,1
세종,2007,8,0
세종,2007,9,0
세종,2007,10,0
세종,2007,11,0
세종,2007,12,0
세종,2008,1,0
세종,2008,2,0
세종,2008,3,0
세종,2008,4,0
세종,2008,5,0
세종,2008,6,0
세종,2008,7,1
세종,2008,8,0
세종,2008,9,0
세종,2008,10,0
세종,2008,11,0
세종,2008,12,0
세종,2009,1,0
세종,2009,2,0
세종,2009,3,0
세종,2009,4,0
세종,2009,5,0
세종,2009,6,0
세종,2009,7,1
세종,2009,8,0
세종,2009,9,0
세종,2009,10,0
세종,2009,11,0
세종,2009,12,0
세종,2010,1,0
세종,2010,2,0
세종,2010,3,0
세종,2010,4,0
세종,2010,5,0
세종,2010,6,0
세종,2010,7,1
세종,2010,8,0
세종,2010,9,0
세종,2010,10,0
세종,2010,11,0
세종,2010,12,0
세종,2011,1,0
세종,2011,2,0
세종,2011,3,0
세종,2011,4,0
세종,2011,5,0
세종,2011,6,0
세종,2011,7,1
세종,2011,8,0
세종,2011,9,0
세종,2011,10,0
세종,2011,11,0
세종,2011,12,0
세종,2012,1,0
세종,2012,2,0
세종,2012,3,0
세종,2012,4,0
세종,2012,5,0
세종,2012,6,0
세종,2012,7,1
세종,2012,8,0
세종,2012,9,0
세종,2012,10,0
세종,2012,11,0
세종,2012,12,0
세종,2013,1,0
세종,2013,2,0
세종,2013,3,0
세종,2013,4,0
세종,2013,5,0
세종,2013,6,0
세종,2013,7,1
세종,2013,8,0
세종,2013,9,0
세종,2013,10,0
세종,2013,11,0
세종,2013,12,0
세종,2014,1,0
세종,2014,2,0
세종,2014,3,0
세종,2014,4,0
세종,2014,5,0
세종,2014,6,0
세종,2014,7,1
세종,2014,8,0
세종,2014,9,0
세종,2014,10,0
세종,2014,11,0
세종,2014,12,0
세종,2015,1,0
세종,2015,2,0
세종,2015,3,0
세종,2015,4,0
세종,2015,5,0
세종,2015,6,0
세종,2015,7,0
세종,2015,8,0
세종,2015,9,0
세종,2015,10,2
세종,2015,11,0
세종,2015,12,0
세종,2016,1,0
세종,2016,2,0
세종,2016,3,0
세종,2016,4,0
세종,2016,5,0
세종,2016,6,0
세종,2016,7,0
세종,2016,8,0
세종,2016,9,0
세종,2016,10,2
세종,2016,11,0
세종,2016,12,0
세종,2017,1,0
세종,2017,2,0
세종,2017,3,0
세종,2017,4,1
세종,2017,5,0
세종,2017,6,0
세종,2017,7,0
세종,2017,8,0
세종,2017,9,0
세종,2017,10,2
세종,2017,11,0
세종,2017,12,0
세종,2018,1,0
세종,2018,2,0
세종,2018,3,0
세종,2018,4,1
세종,2018,5,0
세종,2018,6,0
세종,2018,7,0
세종,2018,8,0
세종,2018,9,0
세종,2018,10,2
세종,2018,11,0
세종,2018,12,0
세종,2019,1,0
세종,2019,2,0
세종,2019,3,0
세종,2019,4,0
세종,2019,5,0
세종,2019,6,0
세종,2019,7,0
세종,2019,8,1
세종,2019,9,0
세종,2019,10,1
세종,2019,11,0
세종,2019,12,0
세종,2020,1,0
세종,2020,2,0
세종,2020,3,0
세종,2020,4,0
세종,2020,5,0
세종,2020,6,0
세종,2020,7,0
세종,2020,8,0
세종,2020,9,0
세종,2020,10,0
세종,2020,11,0
세종,2020,12,0
세종,2021,1,0
세종,2021,2,0
세종,2021,3,0
세종,2021,4,0
세종,2021,5,0
세종,2021,6,0
세종,2021,7,1
세종,2021,8,0
세종,2021,9,0
세종,2021,10,1
세종,2021,11,0
세종,2021,12,0
세종,2022,1,0
세종,2022,2,0
세종,2022,3,0
세종,2022,4,0
세종,2022,5,0
세종,2022,6,0
세종,2022,7,0
세종,2022,8,1
세종,2022,9,0
세종,2022,10,3
세종,2022,11,0
세종,2022,12,0
울산,2002,1,0
울산,2002,2,0
울산,2002,3,0
울산,2002,4,0
울산,2002,5,0
울산,2002,6,0
울산,2002,7,0
울산,2002,8,0
울산,2002,9,1
울산,2002,10,2
울산,2002,11,0
울산,2002,12,0
울산,2003,1,0
울산,2003,2,0
울산,2003,3,0
울산,2003,4,0
울산,2003,5,0
울산,2003,6,0
울산,2003,7,0
울산,2003,8,0
울산,2003,9,1
울산,2003,10,2
울산,2003,11,0
울산,2003,12,0
울산,2004,1,0
울산,2004,2,0
울산,2004,3,0
울산,2004,4,0
울산,2004,5,0
울산,2004,6,0
울산,2004,7,0
울산,2004,8,0
울산,2004,9,1
울산,2004,10,2
울산,2004,11,0
울산,2004,12,0
울산,2005,1,0
울산,2005,2,0
울산,2005,3,0
울산,2005,4,0
울산,2005,5,0
울산,2005,6,0
울산,2005,7,0
울산,2005,8,0
울산,2005,9,1
울산,2005,10,2
울산,2005,11,0
울산,2005,12,0
울산,2006,1,0
울산,2006,2,0
울산,2006,3,0
울산,2006,4,0
울산,2006,5,0
울산,2006,6,0
울산,2006,7,0
울산,2006,8,0
울산,2006,9,1
울산,2006,10,2
울산,2006,11,0
울산,2006,12,0
울산,2007,1,0
울산,2007,2,0
울산,2007,3,0
울산,2007,4,0
울산,2007,5,0
울산,2007,6,0
울산,2007,7,0
울산,2007,8,0
울산,2007,9,1
울산,2007,10,2
울산,2007,11,0
울산,2007,12,0
울산,2008,1,0
울산,2008,2,0
울산,2008,3,0
울산,2008,4,0
울산,2008,5,0
울산,2008,6,0
울산,2008,7,0
울산,2008,8,0
울산,2008,9,1
울산,2008,10,2
울산,2008,11,0
울산,2008,12,0
울산,2009,1,0
울산,2009,2,0
울산,2009,3,0
울산,2009,4,0
울산,2009,5,0
울산,2009,6,0
울산,2009,7,0
울산,2009,8,0
울산,2009,9,1
울산,2009,10,2
울산,2009,11,0
울산,2009,12,0
울산,2010,1,0
울산,2010,2,0
울산,2010,3,0
울산,2010,4,0
울산,2010,5,0
울산,2010,6,0
울산,2010,7,0
울산,2010,8,0
울산,2010,9,1
울산,2010,10,2
울산,2010,11,0
울산,2010,12,0
울산,2011,1,0
울산,2011,2,0
울산,2011,3,0
울산,2011,4,0
울산,2011,5,0
울산,2011,6,0
울산,2011,7,0
울산,2011,8,0
울산,2011,9,1
울산,2011,10,2
울산,2011,11,0
울산,2011,12,0
울산,2012,1,0
울산,2012,2,0
울산,2012,3,0
울산,2012,4,0
울산,2012,5,0
울산,2012,6,0
울산,2012,7,0
울산,2012,8,0
울산,2012,9,1
울산,2012,10,2
울산,2012,11,0
울산,2012,12,0
울산,2013,1,0
울산,2013,2,0
울산,2013,3,0
울산,2013,4,0
울산,2013,5,0
울산,2013,6,0
울산,2013,7,0
울산,2013,8,0
울산,2013,9,1
울산,2013,10,2
울산,2013,11,0
울산,2013,12,0
울산,2014,1,0
울산,2014,2,0
울산,2014,3,0
울산,2014,4,0
울산,2014,5,0
울산,2014,6,0
울산,2014,7,0
울산,2014,8,0
울산,2014,9,1
울산,2014,10,2
울산,2014,11,0
울산,2014,12,0
울산,2015,1,0
울산,2015,2,0
울산,2015,3,0
울산,2015,4,0
울산,2015,5,4
울산,2015,6,0
울산,2015,7,2
울산,2015,8,0
울산,2015,9,0
울산,2015,10,3
울산,2015,11,0
울산,2015,12,0
울산,2016,1,0
울산,2016,2,0
울산,2016,3,0
울산,2016,4,0
울산,2016,5,4
울산,2016,6,0
울산,2016,7,2
울산,2016,8,0
울산,2016,9,0
울산,2016,10,3
울산,2016,11,0
울산,2016,12,0
울산,2017,1,0
울산,2017,2,0
울산,2017,3,0
울산,2017,4,0
울산,2017,5,6
울산,2017,6,0
울산,2017,7,2
울산,2017,8,0
울산,2017,9,1
울산,2017,10,1
울산,2017,11,0
울산,2017,12,0
울산,2018,1,0
울산,2018,2,0
울산,2018,3,0
울산,2018,4,0
울산,2018,5,5
울산,2018,6,1
울산,2018,7,3
울산,2018,8,0
울산,2018,9,1
울산,2018,10,9
울산,2018,11,1
울산,2018,12,2
울산,2019,1,0
울산,2019,2,0
울산,2019,3,1
울산,2019,4,1
울산,2019,5,4
울산,2019,6,2
울산,2019,7,2
울산,2019,8,1
울산,2019,9,3
울산,2019,10,3
울산,2019,11,1
울산,2019,12,1
울산,2020,1,0
울산,2020,2,0
울산,2020,3,1
울산,2020,4,1
울산,2020,5,0
울산,2020,6,0
울산,2020,7,0
울산,2020,8,0
울산,2020,9,0
울산,2020,10,0
울산,2020,11,0
울산,2020,12,0
울산,2021,1,0
울산,2021,2,0
울산,2021,3,1
울산,2021,4,1
울산,2021,5,3
울산,2021,6,0
울산,2021,7,1
울산,2021,8,2
울산,2021,9,1
울산,2021,10,8
울산,2021,11,0
울산,2021,12,2
울산,2022,1,0
울산,2022,2,1
울산,2022,3,0
울산,2022,4,1
울산,2022,5,3
울산,2022,6,3
울산,2022,7,2
울산,2022,8,1
울산,2022,9,2
울산,2022,10,2
울산,2022,11,1
울산,2022,12,1
인천,2002,1,0
인천,2002,2,0
인천,2002,3,0
인천,2002,4,0
인천,2002,5,2
인천,2002,6,0
인천,2002,7,0
인천,2002,8,0
인천,2002,9,0
인천,2002,10,2
