OCCRNC_YEAR,OCCRNC_MM,OCCRNC_VIRS,OCCRNC_CNT,PATNT_CNT,OCCRNC_IND,HOL_DUR,HOL_IND,CPI_VALUE,WTHR_AVG_TEMP,WTHR_AVG_H_TEMP,WTHR_AVG_L_TEMP,WTHR_AVG_PRECIP,WTHR_AVG_WNDSPD,WTHR_MX_WNDSPD,WTHR_AVG_PRESS,WTHR_MX_PRESS,WTHR_MN_PRESS,WTHR_AVG_SEA_PRESS,WTHR_MX_SEA_PRESS,WTHR_MN_SEA_PRESS,WTHR_AVG_RHUM,WTHR_MN_RHUM,WTHR_SUM_SUNHR,FST_CNT,FST_IND,POP_GEN_CNT,POP_ELM_CNT,POP_MID_CNT,POP_HIGH_CNT,POP_60P_CNT,POP_ELM_PROB,POP_MID_PROB,POP_HIGH_PROB,POP_60P_PROB,POP_DENS,GMS_LIC_CNT
2019,9,황색포도상구균,0,0,0,4,1,99.794,21.8,26.5,18,223,1.6,42.1,1009.7,1019.9,988,1014.9,1025.3,994.2,80,17,148,131,1,51849253,2819672,1371055,1478986,11627505,0.058728674,0.028556599,0.030804607,0.242179925,516.4202131,182
2019,8,황색포도상구균,0,0,0,4,1,99.425,26.2,31,22.4,136.9,1.6,19.7,1002.1,1011.1,985,1007.2,1016.6,990.8,78,22,224.8,63,1,51847538,2826925,1365321,1485488,11578261,0.058879741,0.02843717,0.030940032,0.241154261,516.4031317,198
2019,7,황색포도상구균,0,0,0,0,0,99.187,24.8,29.1,21.5,226.5,1.8,16.1,1001.6,1008,992.6,1006.7,1013.3,997.7,79,14,169.7,44,1,51845612,2834023,1359394,1491308,11526999,0.05902758,0.028313721,0.031061252,0.240086567,516.3839487,192
2019,6,황색포도상구균,0,0,0,4,1,99.491,21.3,26.8,16.7,150,1.6,15.9,1002.4,1011.4,989.5,1007.5,1016.8,994.7,73,12,229,37,1,51842636,2836644,1357811,1495888,11486717,0.05908217,0.02828075,0.031156645,0.239247565,516.3543076,216
2019,5,황색포도상구균,2,37,1,3,1,99.652,18.6,25.5,11.8,56.7,2,22,1006.9,1014.9,996.6,1012.3,1020.5,1002.4,57,4,298.2,126,1,51840339,2840032,1356689,1501662,11448622,0.059152736,0.028257381,0.031276907,0.238454115,516.3314294,244
2019,4,황색포도상구균,0,0,0,0,0,99.481,12,18,6.2,78.9,1.9,19.9,1010,1020.3,999.2,1015.5,1026.4,1004.3,61,2,204,121,1,51836763,2843728,1355504,1509845,11402877,0.059229717,0.0282327,0.031447344,0.237501329,516.2958123,299
2019,3,황색포도상구균,0,0,0,3,1,99.121,7.5,13.8,1.7,39.4,2.2,21.5,1012,1021.2,995.7,1017.7,1027.2,1001.3,59,2,224.3,31,1,51833175,2846776,1355627,1517658,11356704,0.059293202,0.028235262,0.031610075,0.236539629,516.2600758,400
2019,2,황색포도상구균,0,0,0,9,1,99.311,2.4,8,-2.6,32.2,1.9,18.1,1018.5,1030.4,1003.6,1024.3,1036.5,1009.2,57,1,189.1,6,1,51829538,2851343,1358093,1526431,11295254,0.059388324,0.028286624,0.0317928,0.235259737,516.2238511,216
2019,1,황색포도상구균,1,14,1,0,0,98.884,0.3,6.2,-4.8,8,2,19,1020.2,1030.7,1011.5,1026.2,1037.1,1017.5,54,1,219.5,15,1,51826287,2853710,1358685,1536369,11244929,0.059437624,0.028298954,0.031999791,0.234211558,516.1914711,221
2018,12,노로바이러스,5,59,1,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,노로바이러스,3,41,1,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,노로바이러스,4,144,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,노로바이러스,3,111,1,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,노로바이러스,1,6,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,노로바이러스,3,84,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,노로바이러스,3,129,1,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,노로바이러스,5,162,1,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,노로바이러스,2,45,1,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,노로바이러스,14,318,1,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,노로바이러스,7,159,1,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,노로바이러스,7,61,1,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,바실러스세레우스,1,6,1,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,바실러스세레우스,1,5,1,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,바실러스세레우스,1,6,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,바실러스세레우스,2,27,1,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,바실러스세레우스,1,4,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,바실러스세레우스,2,5,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,바실러스세레우스,1,8,1,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,바실러스세레우스,1,93,1,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,바실러스세레우스,3,52,1,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,바실러스세레우스,1,34,1,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,바실러스세레우스,1,2,1,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,바실러스세레우스,0,0,0,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,병원성대장균,0,0,0,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,병원성대장균,1,6,1,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,병원성대장균,2,9,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,병원성대장균,16,1009,1,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,병원성대장균,17,1172,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,병원성대장균,5,218,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,병원성대장균,7,249,1,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,병원성대장균,2,48,1,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,병원성대장균,1,4,1,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,병원성대장균,0,0,0,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,병원성대장균,0,0,0,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,병원성대장균,0,0,0,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,살모넬라,1,6,1,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,살모넬라,0,0,0,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,살모넬라,4,103,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,살모넬라,7,3220,1,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,살모넬라,1,6,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,살모넬라,1,4,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,살모넬라,2,81,1,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,살모넬라,0,0,0,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,살모넬라,1,32,1,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,살모넬라,2,64,1,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,살모넬라,0,0,0,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,살모넬라,0,0,0,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,원충,4,25,1,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,원충,4,38,1,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,원충,11,71,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,원충,3,18,1,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,원충,1,4,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,원충,1,3,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,원충,2,9,1,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,원충,3,12,1,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,원충,2,16,1,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,원충,2,16,1,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,원충,1,6,1,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,원충,3,11,1,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,장염비브리오,0,0,0,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,장염비브리오,0,0,0,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,장염비브리오,2,12,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,장염비브리오,2,66,1,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,장염비브리오,5,89,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,장염비브리오,2,46,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,장염비브리오,0,0,0,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,장염비브리오,0,0,0,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,장염비브리오,0,0,0,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,장염비브리오,0,0,0,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,장염비브리오,0,0,0,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,장염비브리오,0,0,0,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,캠필로박터제주니,1,20,1,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,캠필로박터제주니,0,0,0,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,캠필로박터제주니,0,0,0,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
2018,9,캠필로박터제주니,0,0,0,9,1,100.221,20.4,25.3,16.3,143.7,1.7,18.9,1008.2,1017.4,990,1013.6,1023.1,995.1,76,16,174.8,147,1,51817851,2846164,1371887,1583764,11052352,0.059280455,0.028573928,0.032986943,0.230200527,516.2288771,176
2018,8,캠필로박터제주니,1,14,1,0,0,99.462,27.3,32.2,23.3,304.3,1.9,28.1,1002.6,1009.5,984.1,1007.7,1014.7,989.4,75,20,224.3,56,1,51812153,2842276,1375180,1594837,11003469,0.059199475,0.028642515,0.033217574,0.229182382,516.1721115,195
2018,7,캠필로박터제주니,7,179,1,0,0,98.59,26.8,31.6,22.9,178.9,1.7,15.3,1003.8,1012.2,988.3,1008.9,1017.5,993.9,77,24,251.4,62,1,51806977,2837574,1375934,1607396,10952196,0.059101541,0.02865822,0.033479155,0.228114458,516.1205462,195
2018,6,캠필로박터제주니,3,212,1,0,0,98.779,22.2,27.8,17.6,137.5,1.8,17.2,1003.1,1011.6,993.4,1008.3,1017,998.7,70,13,219.5,29,1,51801449,2831911,1378887,1617861,10916769,0.05898359,0.028719725,0.033697122,0.227376578,516.0654742,259
2018,5,캠필로박터제주니,0,0,0,7,1,98.979,17.8,23.4,12.7,134.1,2.1,21.3,1006.7,1020,996.6,1011.9,1025.5,1002.1,71,10,208.5,105,1,51796179,2828465,1380535,1627790,10884934,0.058911817,0.02875405,0.033903925,0.226713512,516.0129725,227
2018,4,캠필로박터제주니,1,7,1,0,0,98.931,13.3,19.6,7.3,137.1,2.3,24.5,1010.6,1020.1,997.7,1016,1025.9,1003.8,63,1,227.5,127,1,51790131,2826280,1384166,1639270,10845816,0.058866307,0.028829677,0.034143033,0.225898755,515.95272,272
2018,3,캠필로박터제주니,1,21,1,4,1,98.751,8.1,14.3,2.5,112.3,2.2,20.2,1014.9,1026.1,994.7,1020.5,1032.4,1000.9,67,3,206.3,27,1,51784669,2823515,1390003,1649402,10807196,0.058808717,0.028951252,0.034354064,0.22509437,515.8983055,381
2018,2,캠필로박터제주니,0,0,0,4,1,98.855,-0.2,5.6,-5.7,31.9,2.2,25.2,1017.7,1025,991.2,1023.7,1031.4,997.5,50,1,204.2,14,1,51779892,2819965,1395228,1665044,10754957,0.058734777,0.029060079,0.034679859,0.224006326,515.8507153,233
2018,1,캠필로박터제주니,0,0,0,0,0,98.106,-2,3,-6.4,21.3,2.1,24.9,1018.2,1028.3,1002,1024.3,1035.2,1008.2,58,3,198.2,12,1,51779148,2817514,1399725,1678234,10712447,0.058683727,0.029153743,0.034954583,0.22312092,515.8433033,254
2018,12,클로스트리디움퍼프린젠스,0,0,0,4,1,98.988,1.1,6.3,-3.4,28.4,1.9,17,1021.3,1032.9,1007.5,1027.3,1039.6,1013.2,58,3,187,21,1,51826059,2852684,1360577,1547725,11193257,0.059416255,0.028338361,0.032236316,0.233135324,516.3106483,161
2018,11,클로스트리디움퍼프린젠스,0,0,0,0,0,99.33,8.1,14.4,3,49.8,1.3,20.1,1018.1,1025,1002.4,1023.8,1031,1008.2,70,2,184.8,25,1,51824477,2852500,1364227,1560055,11145410,0.059412422,0.028414384,0.032493128,0.232138757,516.2948878,192
2018,10,클로스트리디움퍼프린젠스,2,121,1,4,1,100.041,13,19.1,7.9,157.8,1.7,27.1,1013.5,1022.3,988.1,1019.1,1028.3,994.3,71,11,231.8,222,1,51821881,2850316,1367428,1572324,11101379,0.059366933,0.028481055,0.032748669,0.231221671,516.2690255,223
